,age,site
1512,0.4,1
1513,0.86,1
1514,0.71,1
1515,0.19,5
1516,0.7,1
1517,0.3,1
1518,0.44,1
1519,0.6006,3
1520,0.76,1
1521,0.09119999999999999,0
1522,0.7016,3
1523,0.6,2
1524,0.19,5
1525,0.2285,3
1526,0.6,1
1527,0.2082,0
1528,0.84,1
1529,0.526,3
1530,0.46,1
1531,0.6831999999999999,0
1532,0.2482,3
1533,0.37,3
1534,0.57,1
1535,0.2,2
1536,0.82,1
1537,0.21,5
1538,0.27,4
1539,0.21,3
1540,0.1066,0
1541,0.16579999999999998,0
1542,0.34,4
1543,0.1592,0
1544,0.5275,3
1545,0.55,1
1546,0.7448999999999999,3
1547,0.1117,0
1548,0.55,1
1549,0.49,1
1550,0.4468,3
1551,0.5965,0
1552,0.2495,3
1553,0.7484000000000001,3
1554,0.79,1
1555,0.7014,0
1556,0.25980000000000003,0
1557,0.82,1
1558,0.33,4
1559,0.31,3
1560,0.37,1
1561,0.8,1
1562,0.18,1
1563,0.8,1
1564,0.627,3
1565,0.3103,3
1566,0.25,1
1567,0.4,1
1568,0.145,0
1569,0.26,4
1570,0.22,4
1571,0.6684,3
1572,0.54,1
1573,0.21,5
1574,0.40049999999999997,0
1575,0.6442,3
1576,0.55,1
1577,0.38,1
1578,0.21,5
1579,0.75,1
1580,0.27899999999999997,0
1581,0.26,1
1582,0.10869999999999999,0
1583,0.44,1
1584,0.41,2
1585,0.29,1
1586,0.78,1
1587,0.2047,3
1588,0.25,1
1589,0.22,2
1590,0.24,5
1591,0.18,5
1592,0.2559,3
1593,0.21100000000000002,3
1594,0.64,1
1595,0.2539,3
1596,0.08460000000000001,0
1597,0.64,1
1598,0.7375,0
1599,0.6853,0
1600,0.16829999999999998,0
1601,0.56,1
1602,0.1416,0
1603,0.22,5
1604,0.6215999999999999,3
1605,0.69,1
1606,0.1485,0
1607,0.133,0
1608,0.7055,0
1609,0.65,1
1610,0.28,2
1611,0.68,1
1612,0.4927,0
1613,0.27,1
1614,0.1225,0
1615,0.33,1
1616,0.44,1
1617,0.7067,3
1618,0.1182,0
1619,0.77,1
1620,0.7,1
1621,0.6545000000000001,3
1622,0.26,1
1623,0.7053,3
1624,0.27,4
1625,0.21,3
1626,0.1409,0
1627,0.34,2
1628,0.79,1
1629,0.19,5
1630,0.1867,0
1631,0.7121999999999999,3
1632,0.24,5
1633,0.3428,3
1634,0.08960000000000001,0
1635,0.21359999999999998,3
1636,0.27,4
1637,0.22,3
1638,0.21,3
1639,0.5624,3
1640,0.35,2
1641,0.1388,0
1642,0.33,4
1643,0.68,1
1644,0.28,1
1645,0.7354,3
1646,0.48,1
1647,0.23,5
1648,0.27,1
1649,0.58,1
1650,0.1242,0
1651,0.32,4
1652,0.27,0
1653,0.7662,3
1654,0.27190000000000003,3
1655,0.6424,3
1656,0.25,3
1657,0.2,5
1658,0.32,4
1659,0.23,5
1660,0.24,4
1661,0.63,1
1662,0.49420000000000003,0
1663,0.32,1
1664,0.7,1
1665,0.7152,3
1666,0.47,1
1667,0.09359999999999999,0
1668,0.6231,3
1669,0.3224,0
1670,0.3,1
1671,0.5455,3
1672,0.85,1
1673,0.2891,3
1674,0.25,1
1675,0.6419,3
1676,0.33,1
1677,0.6788,3
1678,0.2701,3
1679,0.47,1
1680,0.31,3
1681,0.66,1
1682,0.1856,3
1683,0.6968000000000001,3
1684,0.39,1
1685,0.64,1
1686,0.114,0
1687,0.66,1
1688,0.2759,3
1689,0.58,1
1690,0.68,1
1691,0.22030000000000002,3
1692,0.29,1
1693,0.6668000000000001,0
1694,0.37,1
1695,0.1322,0
1696,0.7,1
1697,0.6284000000000001,3
1698,0.39,1
1699,0.3,4
1700,0.23,5
1701,0.34,1
1702,0.3,1
1703,0.401,0
1704,0.22,5
1705,0.1421,0
1706,0.47,1
1707,0.86,1
1708,0.26,1
1709,0.62,1
1710,0.2102,3
1711,0.47,1
1712,0.6446,3
1713,0.1485,0
1714,0.1458,0
1715,0.6848000000000001,3
1716,0.2,5
1717,0.7678,3
1718,0.23809999999999998,3
1719,0.2575,3
1720,0.25,1
1721,0.52,1
1722,0.45,1
1723,0.82,1
1724,0.84,1
1725,0.0873,0
1726,0.59,1
1727,0.39,1
1728,0.25,5
1729,0.21,5
1730,0.31,1
1731,0.0758,0
1732,0.32,4
1733,0.69,1
1734,0.24,5
1735,0.22820000000000001,3
1736,0.26,1
1737,0.2,5
1738,0.49,1
1739,0.2,5
1740,0.26,3
1741,0.2799,3
1742,0.79,1
1743,0.46,1
1744,0.44,1
1745,0.31,1
1746,0.10679999999999999,0
1747,0.2687,3
1748,0.47,1
1749,0.18,1
1750,0.57,1
1751,0.21600000000000003,3
1752,0.1114,0
1753,0.2782,3
1754,0.28,1
1755,0.6844,3
1756,0.26,5
1757,0.0681,0
1758,0.23,3
1759,0.79,1
1760,0.7585999999999999,0
1761,0.33,4
1762,0.16579999999999998,0
1763,0.24050000000000002,0
1764,0.2713,3
1765,0.39,3
1766,0.21,3
1767,0.1108,0
1768,0.2223,3
1769,0.7681,0
1770,0.6244,3
1771,0.6137,3
1772,0.6726000000000001,0
1773,0.67,1
1774,0.29,5
1775,0.22,1
1776,0.23,5
1777,0.75,1
1778,0.6459,0
1779,0.35,1
1780,0.23,1
1781,0.34,3
1782,0.48,1
1783,0.1185,0
1784,0.56,1
1785,0.2351,3
1786,0.52,1
1787,0.21,5
1788,0.2375,0
1789,0.35,1
1790,0.3513,3
1791,0.1383,0
1792,0.7,1
1793,0.1143,0
1794,0.23399999999999999,3
1795,0.3784,0
1796,0.19,5
1797,0.67,3
1798,0.56,1
1799,0.23,5
1800,0.6469,3
1801,0.27,3
1802,0.8,1
1803,0.29,1
1804,0.42,2
1805,0.2,5
1806,0.45,1
1807,0.5018,0
1808,0.72,1
1809,0.36450000000000005,0
1810,0.28,4
1811,0.22,5
1812,0.24,5
1813,0.6797,3
1814,0.36,2
1815,0.6103999999999999,3
1816,0.37,1
1817,0.69,1
1818,0.43,1
1819,0.47,1
1820,0.32,5
1821,0.35,1
1822,0.66,1
1823,0.24,3
1824,0.3258,3
1825,0.35,1
1826,0.0809,0
1827,0.4522,0
1828,0.28,5
1829,0.1445,0
1830,0.6862,0
1831,0.18,1
1832,0.588,0
1833,0.35,4
1834,0.33,1
1835,0.2,5
1836,0.38,2
1837,0.61,1
1838,0.09480000000000001,0
1839,0.0969,0
1840,0.25,3
1841,0.2,5
1842,0.2,5
1843,0.49,1
1844,0.42,1
1845,0.18,1
